,age,State_gov,bachelors,edu_years,never_married,adm_clerical,not_in_family,race,gender,capital_gain,capital_loss,work_hours,country,salary
12899,33, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,4386,0,60, United-States,0
12900,30, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Ireland,0
12901,25, State-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,0
12902,50, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
12903,54, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,36, United-States,1
12904,37, Private, 11th,7, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
12905,59, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,55, United-States,1
12906,17, Private, 10th,6, Never-married, Sales, Own-child, Black, Female,0,0,24, United-States,0
12907,65, ?, 11th,7, Married-civ-spouse, ?, Husband, White, Male,1797,0,40, United-States,0
12908,56, Self-emp-not-inc, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,99999,0,40, United-States,1
12909,57, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,38, United-States,0
12910,33, Private, 10th,6, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States,0
12911,41, Self-emp-not-inc, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States,0
12912,45, Private, Bachelors,13, Widowed, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Philippines,0
12913,50, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States,0
12914,18, Private, HS-grad,9, Never-married, Sales, Other-relative, White, Male,0,0,25, United-States,0
12915,19, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,0
12916,26, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, United-States,0
12917,61, ?, Assoc-acdm,12, Married-civ-spouse, ?, Husband, White, Male,0,0,2, United-States,1
12918,67, ?, 11th,7, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0
12919,41, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
12920,29, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,0
12921,27, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,0
12922,35, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States,0
12923,37, Private, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,90, United-States,1
12924,22, Private, 11th,7, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0
12925,25, Private, 10th,6, Never-married, Priv-house-serv, Own-child, White, Female,0,0,24, United-States,0
12926,26, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0
12927,27, Local-gov, HS-grad,9, Divorced, Protective-serv, Own-child, White, Male,0,0,40, United-States,0
12928,26, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,6849,0,65, United-States,0
12929,51, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
12930,45, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,1
12931,60, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
12932,35, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,1
12933,24, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
12934,40, Local-gov, HS-grad,9, Divorced, Craft-repair, Own-child, White, Female,0,0,40, Puerto-Rico,0
12935,69, ?, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,20, United-States,0
12936,44, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1977,50, United-States,1
12937,65, Private, HS-grad,9, Divorced, Exec-managerial, Other-relative, White, Female,1848,0,50, United-States,0
12938,52, Self-emp-inc, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,1
12939,38, Private, HS-grad,9, Separated, Craft-repair, Unmarried, White, Female,0,0,35, United-States,0
12940,18, Private, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,49, United-States,0
12941,24, Private, Assoc-voc,11, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
12942,52, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,0
12943,21, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,44, United-States,0
12944,67, Self-emp-not-inc, Doctorate,16, Married-civ-spouse, Sales, Husband, White, Male,20051,0,40, United-States,1
12945,64, Self-emp-not-inc, Some-college,10, Widowed, Craft-repair, Not-in-family, White, Female,0,0,8, United-States,0
12946,25, Private, Some-college,10, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, United-States,0
12947,34, Federal-gov, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States,1
12948,39, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,0
12949,26, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,52, United-States,0
12950,19, Private, 10th,6, Never-married, Farming-fishing, Own-child, White, Male,0,0,25, United-States,0
12951,35, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
12952,26, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
12953,38, Private, HS-grad,9, Separated, Other-service, Own-child, White, Male,0,0,35, United-States,0
12954,45, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,65, United-States,0
12955,18, Private, 11th,7, Never-married, Other-service, Unmarried, White, Female,0,0,28, United-States,0
12956,51, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,63, United-States,0
12957,36, Private, HS-grad,9, Separated, Other-service, Unmarried, Black, Female,0,0,28, United-States,0
12958,18, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,16, ?,0
12959,37, Local-gov, Assoc-voc,11, Never-married, Protective-serv, Not-in-family, White, Male,4650,0,40, United-States,0
12960,37, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1
12961,39, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,1
12962,21, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,0
12963,46, State-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,45, United-States,1
12964,33, Private, HS-grad,9, Separated, Sales, Not-in-family, White, Female,0,0,35, United-States,0
12965,23, Private, Bachelors,13, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
12966,52, Self-emp-not-inc, HS-grad,9, Divorced, Sales, Unmarried, Black, Male,0,0,40, United-States,0
12967,28, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
12968,23, State-gov, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
12969,48, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
12970,17, Private, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0
12971,22, Self-emp-not-inc, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,3, United-States,0
12972,26, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,80, ?,1
12973,40, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
12974,90, Private, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
12975,28, Private, HS-grad,9, Divorced, Sales, Own-child, White, Female,0,0,40, United-States,0
12976,44, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
12977,29, Private, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,7298,0,42, United-States,1
12978,45, Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States,1
12979,43, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Germany,1
12980,17, ?, 10th,6, Never-married, ?, Own-child, White, Male,0,0,8, United-States,0
12981,49, Federal-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
12982,27, Private, Bachelors,13, Never-married, Tech-support, Own-child, White, Male,0,0,50, United-States,0
12983,60, Self-emp-not-inc, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States,0
12984,33, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Other, Female,0,0,40, Columbia,0
12985,53, Self-emp-not-inc, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,1
12986,19, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0
12987,28, Self-emp-not-inc, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States,0
12988,22, Private, Assoc-acdm,12, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States,0
12989,48, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,0
12990,76, ?, 10th,6, Married-civ-spouse, ?, Husband, White, Male,1173,0,40, United-States,0
12991,19, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States,0
12992,28, Private, Assoc-voc,11, Married-civ-spouse, Other-service, Other-relative, White, Female,3137,0,40, United-States,0
12993,58, Private, Some-college,10, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States,0
12994,19, Self-emp-not-inc, Some-college,10, Never-married, Craft-repair, Own-child, White, Female,0,0,25, United-States,0
12995,37, ?, HS-grad,9, Divorced, ?, Not-in-family, Asian-Pac-Islander, Female,0,0,42, ?,0
12996,22, Private, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
12997,52, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
12998,31, Private, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,0
12999,50, Self-emp-not-inc, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,3781,0,40, United-States,0
13000,62, Private, HS-grad,9, Widowed, Craft-repair, Unmarried, White, Male,0,0,40, United-States,0
13001,26, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,0
13002,64, State-gov, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,24, United-States,0
13003,38, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
13004,44, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,80, United-States,1
13005,28, Self-emp-not-inc, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
13006,19, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,52, United-States,0
13007,39, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,10, United-States,0
13008,50, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
13009,39, Self-emp-inc, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,1
13010,36, Private, Bachelors,13, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States,0
13011,39, Private, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,49, United-States,0
13012,51, Self-emp-inc, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Female,0,0,25, United-States,0
13013,28, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,32, United-States,0
13014,57, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States,1
13015,40, Local-gov, Prof-school,15, Separated, Prof-specialty, Own-child, Black, Female,0,0,40, United-States,0
13016,27, Private, Some-college,10, Divorced, Sales, Unmarried, White, Female,0,0,40, Peru,0
13017,32, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,0,1876,60, United-States,0
13018,49, State-gov, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,44, United-States,0
13019,34, Self-emp-not-inc, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,0
13020,24, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
13021,54, Private, 7th-8th,4, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Guatemala,0
13022,52, Private, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
13023,43, Private, 11th,7, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,25, United-States,0
13024,84, ?, 5th-6th,3, Widowed, ?, Not-in-family, White, Male,0,0,15, United-States,0
13025,79, ?, Assoc-acdm,12, Married-civ-spouse, ?, Wife, White, Female,0,0,2, United-States,1
13026,35, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,46, United-States,0
13027,56, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,30, United-States,0
13028,30, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
13029,54, Private, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States,0
13030,35, Private, Bachelors,13, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States,0
13031,32, Private, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States,0
13032,44, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1
13033,32, Private, HS-grad,9, Married-AF-spouse, Other-service, Other-relative, White, Female,0,0,10, United-States,0
13034,60, Private, 12th,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
13035,40, Private, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States,0
13036,50, Private, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,0
13037,58, Private, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States,1
13038,41, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,1
13039,28, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
13040,53, Private, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Male,0,0,35, United-States,0
13041,71, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,6514,0,40, United-States,1
13042,17, ?, 9th,5, Never-married, ?, Own-child, White, Female,0,0,25, Mexico,0
13043,45, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States,0
13044,23, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States,0
13045,25, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0
